[2025-10-20T17:08:03.837+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-20T17:08:03.860+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-20T17:07:00+00:00 [queued]>
[2025-10-20T17:08:03.866+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-20T17:07:00+00:00 [queued]>
[2025-10-20T17:08:03.866+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-10-20T17:08:03.876+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2025-10-20 17:07:00+00:00
[2025-10-20T17:08:03.881+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2025-10-20T17:07:00+00:00', '--job-id', '11', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmp8g_ejbag']
[2025-10-20T17:08:03.883+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=4090) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-10-20T17:08:03.884+0000] {standard_task_runner.py:91} INFO - Job 11: Subtask download_minio
[2025-10-20T17:08:03.884+0000] {standard_task_runner.py:64} INFO - Started process 4100 to run task
[2025-10-20T17:08:03.925+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-20T17:07:00+00:00 [running]> on host 247b7821f06b
[2025-10-20T17:08:03.989+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-10-20T17:07:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-10-20T17:07:00+00:00'
[2025-10-20T17:08:03.990+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-20T17:08:04.302+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974267.json -> /tmp/minio_downloads/1760974267.json
[2025-10-20T17:08:04.307+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974274.json -> /tmp/minio_downloads/1760974274.json
[2025-10-20T17:08:04.312+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974282.json -> /tmp/minio_downloads/1760974282.json
[2025-10-20T17:08:04.317+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974289.json -> /tmp/minio_downloads/1760974289.json
[2025-10-20T17:08:04.321+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974296.json -> /tmp/minio_downloads/1760974296.json
[2025-10-20T17:08:04.325+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974303.json -> /tmp/minio_downloads/1760974303.json
[2025-10-20T17:08:04.330+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974311.json -> /tmp/minio_downloads/1760974311.json
[2025-10-20T17:08:04.335+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974318.json -> /tmp/minio_downloads/1760974318.json
[2025-10-20T17:08:04.339+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974325.json -> /tmp/minio_downloads/1760974325.json
[2025-10-20T17:08:04.344+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976264.json -> /tmp/minio_downloads/1760976264.json
[2025-10-20T17:08:04.348+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976271.json -> /tmp/minio_downloads/1760976271.json
[2025-10-20T17:08:04.352+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976279.json -> /tmp/minio_downloads/1760976279.json
[2025-10-20T17:08:04.356+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976286.json -> /tmp/minio_downloads/1760976286.json
[2025-10-20T17:08:04.362+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976293.json -> /tmp/minio_downloads/1760976293.json
[2025-10-20T17:08:04.367+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976300.json -> /tmp/minio_downloads/1760976300.json
[2025-10-20T17:08:04.372+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976308.json -> /tmp/minio_downloads/1760976308.json
[2025-10-20T17:08:04.376+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976315.json -> /tmp/minio_downloads/1760976315.json
[2025-10-20T17:08:04.380+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976322.json -> /tmp/minio_downloads/1760976322.json
[2025-10-20T17:08:04.384+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976329.json -> /tmp/minio_downloads/1760976329.json
[2025-10-20T17:08:04.389+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976336.json -> /tmp/minio_downloads/1760976336.json
[2025-10-20T17:08:04.393+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976343.json -> /tmp/minio_downloads/1760976343.json
[2025-10-20T17:08:04.397+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976351.json -> /tmp/minio_downloads/1760976351.json
[2025-10-20T17:08:04.402+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976358.json -> /tmp/minio_downloads/1760976358.json
[2025-10-20T17:08:04.407+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976365.json -> /tmp/minio_downloads/1760976365.json
[2025-10-20T17:08:04.412+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976372.json -> /tmp/minio_downloads/1760976372.json
[2025-10-20T17:08:04.418+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976379.json -> /tmp/minio_downloads/1760976379.json
[2025-10-20T17:08:04.422+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976386.json -> /tmp/minio_downloads/1760976386.json
[2025-10-20T17:08:04.426+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976393.json -> /tmp/minio_downloads/1760976393.json
[2025-10-20T17:08:04.431+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976401.json -> /tmp/minio_downloads/1760976401.json
[2025-10-20T17:08:04.436+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976408.json -> /tmp/minio_downloads/1760976408.json
[2025-10-20T17:08:04.440+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976415.json -> /tmp/minio_downloads/1760976415.json
[2025-10-20T17:08:04.444+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976422.json -> /tmp/minio_downloads/1760976422.json
[2025-10-20T17:08:04.450+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976429.json -> /tmp/minio_downloads/1760976429.json
